date,val
1960,nan
1961,nan
1962,nan
1963,nan
1964,nan
1965,nan
1966,nan
1967,nan
1968,nan
1969,4.3
1970,6.4
1971,7.5
1972,4.7
1973,4.5
1974,5.1
1975,4.81
1976,6.2
1977,5.0
1978,4.5
1979,3.8
1980,nan
1981,nan
1982,nan
1983,4.24
1984,4.7
1985,nan
1986,nan
1987,nan
1988,nan
1989,5.78
1990,nan
1991,6.75
1992,nan
1993,7.4
1994,7.5
1995,7.2
1996,nan
1997,nan
1998,nan
1999,7.6
2000,nan
2001,11.63
2002,11.68
2003,10.28
2004,nan
2005,nan
2006,8.17
2007,8.42
2008,10.94
2009,8.14
2010,8.61
2011,nan
2012,nan
2013,nan
2014,nan
2015,nan
2016,nan
2017,nan
2018,nan
2019,nan
2020,nan
2021,nan
2022,nan
2023,nan
