1960, nan
1961, nan
1962, nan
1963, nan
1964, nan
1965, nan
1966, nan
1967, nan
1968, 44702995409.2866
1969, 48810492501.7933
1970, 61465995002.7961
1971, 61399014250.0107
1972, 70634250872.8272
1973, 86153958081.8636
1974, 131587080079.029
1975, 147968477634.575
1976, 177928369331.115
1977, 192708150116.339
1978, 212462321542.478
1979, 273171200189.241
1980, 349510591210.359
1981, 498814510411.531
1982, 475070488573.829
1983, 405242033126.765
1984, 369274294232.02
1985, 373471488874.467
1986, 363763056776.456
1987, 374331340505.671
1988, 392458465605.572
1989, 387026945952.182
1990, 560666457491.834
1991, 400453801388.535
1992, 364561464352.062
1993, 373427180677.554
1994, 387422713800.059
1995, 470647685122.785
1996, 513501426607.287
1997, 573407469041.262
1998, 589888835850.822
1999, 455600793837.411
2000, 528316634352.906
2001, 525114548136.601
2002, 516350189034.356
2003, 543431874598.577
2004, 683098771396.301
2005, 858449973800.714
2006, 1064256763313.3
2007, 1297384802017.51
2008, 1646380142467.61
2009, 1521389688311.18
2010, 1802880871890.27
2011, 1689762063599.3
2012, 1888886097184.81
2013, 1958466454077.63
2014, 2080902833468.12
2015, 1656886439480.07
2016, 1562107520266.63
2017, 1654879733899.76
2018, 1735106586576.45
2019, 1838740662563.75
2020, 1666563897610.01
2021, 1782595197342.36
2022, 1906134056808.84
2023, nan
