1960, 334788507531.189
1961, 331008086742.745
1962, 335323505620.257
1963, 368807831018.143
1964, 419825224317.03
1965, 463017763177.547
1966, 470788138849.776
1967, 490025918155.419
1968, 514848219371.292
1969, 573068796269.308
1970, 632142542258.422
1971, 673625035178.828
1972, 752774508802.047
1973, 932031459358.827
1974, 1165896644821.26
1975, 1324549346836.21
1976, 1410383201470.33
1977, 1581185936482.86
1978, 1828690327970.62
1979, 2204232846343.41
1980, 2673344038065.49
1981, 2975080980388.85
1982, 2868144297952.3
1983, 2857168858349.13
1984, 2917883627207.93
1985, 2915982666233.67
1986, 2982404064652.69
1987, 3157190859069.65
1988, 3383504128129.21
1989, 3433869712275.75
1990, 3845266120208.31
1991, 3729473384348.64
1992, 3884677750337.56
1993, 4323989841633.18
1994, 4507204164511.72
1995, 5076505594820.92
1996, 5584212173624.4
1997, 5915240605398.02
1998, 5764015339860.08
1999, 5485713212352.92
2000, 6011297746425.22
2001, 6069515357132.69
2002, 6221839794629.11
2003, 7004472564895.29
2004, 8304623323852.93
2005, 9876738756472.03
2006, 11711654285112.7
2007, 14457806825837.0
2008, 17286652530726.6
2009, 16888677826347.2
2010, 20548129220173.3
2011, 24226805704811.9
2012, 25783904736644.7
2013, 27290219800329.4
2014, 28219109566497.0
2015, 26754191796270.8
2016, 26958491510323.7
2017, 29635037484767.9
2018, 31407572198498.7
2019, 32161964423657.0
2020, 31016572707362.3
2021, 36577654820988.3
2022, 38810361603320.4
2023, nan
