1960, nan
1961, nan
1962, nan
1963, nan
1964, nan
1965, nan
1966, nan
1967, nan
1968, nan
1969, nan
1970, 3136923992.11117
1971, 3723946505.88747
1972, 4507178166.39767
1973, 6530337346.79635
1974, 12039013476.7078
1975, 13438720822.943
1976, 16706366683.04
1977, 18812638115.8048
1978, 20755032855.9388
1979, 26950704568.9859
1980, 37435558675.6492
1981, 37633103245.3883
1982, 35596919862.9793
1983, 33627899193.4083
1984, 33870717972.3895
1985, 32189612516.5958
1986, 32598782101.1783
1987, 38689782101.9316
1988, 43468212976.8671
1989, 45515134895.2239
1990, 54472367102.5445
1991, 56090973116.8991
1992, 61187678062.438
1993, 58272700910.4132
1994, 60955347498.7162
1995, 69997987337.8144
1996, 73782152795.5301
1997, 76825374562.4277
1998, 75277199806.3524
1999, 81023028368.5387
2000, 91448741120.7644
2001, 90982919680.0924
2002, 98158426362.9159
2003, 122189958973.3
2004, 151627543898.66
2005, 183686012223.55
2006, 215631590221.716
2007, 263863491372.664
2008, 322995663616.479
2009, 277207828476.991
2010, 322487066056.584
2011, 396892626077.256
2012, 413908571026.452
2013, 431963057170.373
2014, 446497829205.868
2015, 370348122609.664
2016, 366414818900.209
2017, 399197184232.786
2018, 443324754299.418
2019, 434461797325.026
2020, 378440036056.011
2021, 457103617285.36
2022, 530807158164.414
2023, nan
