1960, 88053021489.1176
1961, 93212358127.1692
1962, 94672762190.6757
1963, 105240694239.806
1964, 118195775046.422
1965, 127438148871.204
1966, 117110879145.822
1967, 125204727481.121
1968, 133817854435.888
1969, 148467779997.684
1970, 164142405816.012
1971, 173330985944.351
1972, 187947439455.415
1973, 229149534328.274
1974, 300323775420.46
1975, 331387675465.599
1976, 365319354343.581
1977, 416388468757.855
1978, 459139973438.432
1979, 537960364564.196
1980, 642109243373.647
1981, 774657940569.446
1982, 795792603863.162
1983, 794874058175.632
1984, 778978246242.938
1985, 835565991407.663
1986, 900871408689.795
1987, 884278445847.692
1988, 895045529550.558
1989, 881105688310.575
1990, 944173906354.809
1991, 887480485838.619
1992, 918834825591.489
1993, 921358929713.119
1994, 1001071230831.29
1995, 1177953044123.6
1996, 1340432344565.85
1997, 1396543994766.32
1998, 1413627722439.95
1999, 1312209465423.13
2000, 1377689290058.75
2001, 1414796686586.83
2002, 1489796027234.04
2003, 1703311379683.16
2004, 1987707039182.18
2005, 2315096942200.18
2006, 2718604742250.14
2007, 3355447329844.2
2008, 3782293203145.03
2009, 3812693386838.11
2010, 4566635008993.32
2011, 5212391795444.29
2012, 5492168076118.95
2013, 5604827492999.41
2014, 5896070873618.92
2015, 5746408702559.69
2016, 6004441275215.17
2017, 6457236621675.62
2018, 6612134450126.96
2019, 6884143285710.08
2020, 6618962128022.98
2021, 7595602780154.06
2022, 8171521483867.57
2023, nan
