1960, 322151470.588235
1961, 327979248.366013
1962, 342872712.418301
1963, 348700653.594771
1964, 372012091.503268
1965, 359523809.52381
1966, 375630252.10084
1967, 348895027.624309
1968, 329991956.782713
1969, 408853541.416567
1970, 434584033.613445
1971, 419495908.543923
1972, 465254431.96005
1973, 575471323.529412
1974, 648940350.877193
1975, 679352433.628319
1976, 594810152.740341
1977, 692079581.151832
1978, 960765042.979943
1979, 1109343235.57237
1980, 1100476190.47619
1981, 1114926660.91458
1982, 1294995964.48749
1983, 995278514.588859
1984, 1087450199.20319
1985, 856890498.625835
1986, 490181456.62441
1987, 660106321.417031
1988, 1055083945.37738
1989, 932974411.917142
1990, 649644097.566129
1991, 780098205.215036
1992, 679997997.597117
1993, 768812334.801762
1994, 911915970.683484
1995, 870758739.40678
1996, 941742152.709895
1997, 850218033.622007
1998, 672375927.347148
1999, 669384768.872631
2000, 635874002.198748
2001, 1074851475.17873
2002, 1236235826.58409
2003, 1369685676.56203
2004, 1430217080.66487
2005, 1627058424.93809
2006, 1862116290.541
2007, 2126679543.58623
2008, 2451896435.20157
2009, 2419014960.19967
2010, 2578159803.94597
2011, 2932274309.3957
2012, 3789251613.36066
2013, 4920343316.87093
2014, 5015180725.3416
2015, 4252029353.82191
2016, 3862721266.02162
2017, 3719443418.26155
2018, 4085114387.55605
2019, 4076578698.79107
2020, 4062906265.7332
2021, 4249234704.01866
2022, 4094563859.43556
2023, nan
