1960, 4274894083.33333
1961, 4817580375.0
1962, 5081413541.66667
1963, 5319458562.5
1964, 5386054833.33333
1965, 5906636791.66667
1966, 6439687854.16667
1967, 7253575687.5
1968, 7483685770.83333
1969, 8471006437.5
1970, 8992722166.66667
1971, 8751843187.5
1972, 6288245866.66667
1973, 8086725729.3407
1974, 12512460519.7088
1975, 19448348073.4565
1976, 10117113333.3333
1977, 9651149301.8746
1978, 13281767142.8571
1979, 15565480321.9448
1980, 18138049095.6072
1981, 20249694002.448
1982, 18525399201.5968
1983, 17609048821.5488
1984, 18920840000.0
1985, 22278423076.9231
1986, 21774033333.3333
1987, 24298032258.0645
1988, 26579005558.3652
1989, 28781715188.8919
1990, 31598340778.2164
1991, 30957483949.5798
1992, 31708874594.1645
1993, 33166519417.9894
1994, 33768660882.793
1995, 37939748768.6567
1996, 46438484107.5795
1997, 48244309133.4895
1998, 49984559471.3656
1999, 51270569883.5275
2000, 53369787318.6245
2001, 53991289844.3291
2002, 54724081490.5102
2003, 60158929188.2556
2004, 65108544250.0425
2005, 69442943089.4309
2006, 71819083683.7403
2007, 79611888213.148
2008, 91631278239.3237
2009, 102477779556.785
2010, 115279077465.226
2011, 128637983882.833
2012, 133355820262.925
2013, 149990529836.78
2014, 172885432686.945
2015, 195078573252.202
2016, 265236390328.627
2017, 293754781336.0
2018, 321379127909.353
2019, 351238399005.451
2020, 373902197869.16
2021, 416264800549.026
2022, 460201265527.977
2023, nan
