date,val
2000-04-01,3.07835820895522
2001-04-01,2.92553191489362
2002-04-01,2.95346062052506
2003-04-01,4.0929203539823
2004-05-01,4.46141479099679
2005-06-01,4.57565914224941
2006-01-01,4.49254480402791
2006-05-01,4.76947535771065
2007-01-01,4.82352838928916
2007-06-01,5.08213834404703
2008-06-01,5.95187484057478
2009-07-01,5.52693208430913
2010-01-01,5.99385890990808
2010-07-01,4.90225589775786
2011-07-01,5.48240340870837
2012-01-01,5.37418854018272
2012-07-01,4.64502249168785
2013-01-01,5.18375030693258
2013-07-01,4.91328483260352
2014-01-01,5.18049950921584
2014-07-01,5.14551888495703
2015-01-01,5.37600897559759
2015-07-01,5.07851212368137
2016-01-01,4.32245515452777
2016-07-01,4.43974160703847
2017-01-01,4.22460834360148
2017-07-01,4.60649054517816
2018-01-01,4.93202031992372
2018-07-01,4.71764872387602
2019-01-01,4.60444021518084
2019-07-09,4.50497800069076
2020-01-14,4.46471756940776
2020-07-01,4.58060723583256
2021-01-01,4.90144020651401
2021-07-01,4.7439080314363
2022-01-01,4.82123755141398
2023-01-01,5.40927764213974
2023-07-01,5.65147278564349
